Tarih,Dağıtılan Enerji (MWh)
2022-08-05 03:00:00,1707.8434
2022-08-05 04:00:00,1624.7675
2022-08-05 05:00:00,1585.3962
2022-08-05 06:00:00,1556.8243
2022-08-05 07:00:00,1566.738
2022-08-05 08:00:00,1707.6344
2022-08-05 09:00:00,2014.3116
2022-08-05 10:00:00,2326.6877
2022-08-05 11:00:00,2511.8025
2022-08-05 12:00:00,2604.0815
2022-08-05 13:00:00,2610.1104
2022-08-05 14:00:00,2634.3103
2022-08-05 15:00:00,2673.773
2022-08-05 16:00:00,2678.2578
2022-08-05 17:00:00,2646.961
2022-08-05 18:00:00,2598.7407
2022-08-05 19:00:00,2554.3193
2022-08-05 20:00:00,2528.3604
2022-08-05 21:00:00,2507.3416
2022-08-05 22:00:00,2456.7998
2022-08-05 23:00:00,2354.5552
2022-08-06 00:00:00,2207.6328
2022-08-06 01:00:00,2034.5797
2022-08-06 02:00:00,1860.7743
2022-08-06 03:00:00,1718.8092
2022-08-06 04:00:00,1629.2198
2022-08-06 05:00:00,1586.0292
2022-08-06 06:00:00,1557.5408
2022-08-06 07:00:00,1560.303
2022-08-06 08:00:00,1683.3585
2022-08-06 09:00:00,1974.6135
2022-08-06 10:00:00,2297.4006
2022-08-06 11:00:00,2495.5469
2022-08-06 12:00:00,2598.6445
2022-08-06 13:00:00,2608.577
2022-08-06 14:00:00,2626.3267
2022-08-06 15:00:00,2664.7917
2022-08-06 16:00:00,2671.355
2022-08-06 17:00:00,2643.0657
2022-08-06 18:00:00,2597.0562
2022-08-06 19:00:00,2554.2974
2022-08-06 20:00:00,2528.9917
2022-08-06 21:00:00,2510.249
2022-08-06 22:00:00,2463.477
2022-08-06 23:00:00,2366.7883
2022-08-07 00:00:00,2224.4194
2022-08-07 01:00:00,2053.3699
2022-08-07 02:00:00,1877.7268
2022-08-07 03:00:00,1730.1067
2022-08-07 04:00:00,1633.8848
2022-08-07 05:00:00,1586.8046
2022-08-07 06:00:00,1558.3701
2022-08-07 07:00:00,1555.2018
2022-08-07 08:00:00,1661.8448
2022-08-07 09:00:00,1935.4315
2022-08-07 10:00:00,2265.9834
2022-08-07 11:00:00,2478.5913
2022-08-07 12:00:00,2591.0027
2022-08-07 13:00:00,2608.078
2022-08-07 14:00:00,2619.357
2022-08-07 15:00:00,2656.7017
2022-08-07 16:00:00,2666.6235
2022-08-07 17:00:00,2641.6062
2022-08-07 18:00:00,2597.3171
2022-08-07 19:00:00,2554.5852
2022-08-07 20:00:00,2530.1272
2022-08-07 21:00:00,2511.085
2022-08-07 22:00:00,2467.8657
2022-08-07 23:00:00,2376.3757
2022-08-08 00:00:00,2238.4211
2022-08-08 01:00:00,2069.352
2022-08-08 02:00:00,1893.155
2022-08-08 03:00:00,1741.3406
2022-08-08 04:00:00,1638.7998
2022-08-08 05:00:00,1587.6136
2022-08-08 06:00:00,1559.4701
2022-08-08 07:00:00,1551.2428
2022-08-08 08:00:00,1642.3479
2022-08-08 09:00:00,1898.6014
2022-08-08 10:00:00,2233.8494
2022-08-08 11:00:00,2459.127
2022-08-08 12:00:00,2581.0374
2022-08-08 13:00:00,2605.1584
2022-08-08 14:00:00,2612.0637
2022-08-08 15:00:00,2647.7598
2022-08-08 16:00:00,2662.3455
2022-08-08 17:00:00,2638.6055
2022-08-08 18:00:00,2596.3264
2022-08-08 19:00:00,2553.331
2022-08-08 20:00:00,2528.5574
2022-08-08 21:00:00,2510.6953
2022-08-08 22:00:00,2470.8816
2022-08-08 23:00:00,2385.0889
2022-08-09 00:00:00,2251.957
2022-08-09 01:00:00,2085.2988
2022-08-09 02:00:00,1907.7998
2022-08-09 03:00:00,1751.4327
2022-08-09 04:00:00,1643.0416
2022-08-09 05:00:00,1588.228
2022-08-09 06:00:00,1558.5513
2022-08-09 07:00:00,1545.397
2022-08-09 08:00:00,1622.5092
2022-08-09 09:00:00,1860.3723
2022-08-09 10:00:00,2196.3372
2022-08-09 11:00:00,2436.049
2022-08-09 12:00:00,2567.4268
2022-08-09 13:00:00,2599.996
2022-08-09 14:00:00,2602.6582
2022-08-09 15:00:00,2636.3926
2022-08-09 16:00:00,2653.6838
2022-08-09 17:00:00,2633.8462
2022-08-09 18:00:00,2592.8127
2022-08-09 19:00:00,2551.2913
2022-08-09 20:00:00,2525.2363
2022-08-09 21:00:00,2509.2412
2022-08-09 22:00:00,2473.2078
2022-08-09 23:00:00,2391.755
2022-08-10 00:00:00,2263.7493
2022-08-10 01:00:00,2100.5273
2022-08-10 02:00:00,1923.299
2022-08-10 03:00:00,1762.9359
2022-08-10 04:00:00,1648.3695
2022-08-10 05:00:00,1588.7137
2022-08-10 06:00:00,1558.8864
2022-08-10 07:00:00,1542.7428
2022-08-10 08:00:00,1605.8212
2022-08-10 09:00:00,1824.9778
2022-08-10 10:00:00,2159.4165
2022-08-10 11:00:00,2413.958
2022-08-10 12:00:00,2553.2131
2022-08-10 13:00:00,2596.3281
2022-08-10 14:00:00,2595.3796
2022-08-10 15:00:00,2626.0623
2022-08-10 16:00:00,2646.987
2022-08-10 17:00:00,2630.0852
2022-08-10 18:00:00,2591.8884
2022-08-10 19:00:00,2549.913
2022-08-10 20:00:00,2522.7966
2022-08-10 21:00:00,2507.1555
2022-08-10 22:00:00,2473.9468
2022-08-10 23:00:00,2398.1907
2022-08-11 00:00:00,2274.888
2022-08-11 01:00:00,2114.257
2022-08-11 02:00:00,1937.1531
2022-08-11 03:00:00,1774.1099
2022-08-11 04:00:00,1654.497
2022-08-11 05:00:00,1589.9851
2022-08-11 06:00:00,1559.0325
2022-08-11 07:00:00,1539.9985
2022-08-11 08:00:00,1591.3883
2022-08-11 09:00:00,1792.3164
2022-08-11 10:00:00,2122.2324
2022-08-11 11:00:00,2390.264
2022-08-11 12:00:00,2538.7957
2022-08-11 13:00:00,2591.4412
2022-08-11 14:00:00,2589.37
2022-08-11 15:00:00,2617.3413
2022-08-11 16:00:00,2641.007
2022-08-11 17:00:00,2627.9058
2022-08-11 18:00:00,2590.5305
2022-08-11 19:00:00,2548.7202
2022-08-11 20:00:00,2520.395
2022-08-11 21:00:00,2504.5063
2022-08-11 22:00:00,2474.167
2022-08-11 23:00:00,2402.983
2022-08-12 00:00:00,2283.5425
2022-08-12 01:00:00,2127.1667
2022-08-12 02:00:00,1950.6604
2022-08-12 03:00:00,1784.96
2022-08-12 04:00:00,1660.3451
2022-08-12 05:00:00,1590.3955
2022-08-12 06:00:00,1558.2235
2022-08-12 07:00:00,1537.3855
2022-08-12 08:00:00,1577.5208
2022-08-12 09:00:00,1760.8014
2022-08-12 10:00:00,2084.2844
2022-08-12 11:00:00,2366.176
2022-08-12 12:00:00,2523.0984
2022-08-12 13:00:00,2585.3044
2022-08-12 14:00:00,2582.4617
2022-08-12 15:00:00,2607.318
2022-08-12 16:00:00,2634.034
2022-08-12 17:00:00,2623.0
2022-08-12 18:00:00,2587.1711
2022-08-12 19:00:00,2546.1272
2022-08-12 20:00:00,2516.8877
2022-08-12 21:00:00,2502.1902
2022-08-12 22:00:00,2475.1428
2022-08-12 23:00:00,2408.58
2022-08-13 00:00:00,2293.2058
2022-08-13 01:00:00,2139.9043
2022-08-13 02:00:00,1964.3127
2022-08-13 03:00:00,1795.648
2022-08-13 04:00:00,1665.7661
2022-08-13 05:00:00,1590.6177
2022-08-13 06:00:00,1556.5555
2022-08-13 07:00:00,1534.7725
2022-08-13 08:00:00,1565.4203
2022-08-13 09:00:00,1731.4934
2022-08-13 10:00:00,2045.9543
2022-08-13 11:00:00,2340.3892
2022-08-13 12:00:00,2506.9612
2022-08-13 13:00:00,2579.117
2022-08-13 14:00:00,2576.6475
2022-08-13 15:00:00,2597.6775
2022-08-13 16:00:00,2624.3972
2022-08-13 17:00:00,2616.5217
2022-08-13 18:00:00,2582.1123
2022-08-13 19:00:00,2541.8535
2022-08-13 20:00:00,2513.4966
2022-08-13 21:00:00,2499.1646
2022-08-13 22:00:00,2473.8477
2022-08-13 23:00:00,2411.611
2022-08-14 00:00:00,2302.0474
2022-08-14 01:00:00,2151.691
2022-08-14 02:00:00,1977.7897
2022-08-14 03:00:00,1807.0696
2022-08-14 04:00:00,1672.1921
2022-08-14 05:00:00,1592.0704
2022-08-14 06:00:00,1555.6233
2022-08-14 07:00:00,1532.8481
2022-08-14 08:00:00,1555.1254
2022-08-14 09:00:00,1704.2108
2022-08-14 10:00:00,2006.3011
2022-08-14 11:00:00,2311.001
2022-08-14 12:00:00,2487.0884
2022-08-14 13:00:00,2569.8054
2022-08-14 14:00:00,2569.2832
2022-08-14 15:00:00,2585.2332
2022-08-14 16:00:00,2613.322
2022-08-14 17:00:00,2608.738
2022-08-14 18:00:00,2577.5156
2022-08-14 19:00:00,2538.8274
2022-08-14 20:00:00,2510.064
2022-08-14 21:00:00,2495.9468
2022-08-14 22:00:00,2472.9685
2022-08-14 23:00:00,2414.4473
2022-08-15 00:00:00,2309.4568
2022-08-15 01:00:00,2163.3499
2022-08-15 02:00:00,1990.827
2022-08-15 03:00:00,1818.1434
2022-08-15 04:00:00,1678.4333
2022-08-15 05:00:00,1593.0696
2022-08-15 06:00:00,1555.0256
2022-08-15 07:00:00,1532.718
2022-08-15 08:00:00,1547.4067
2022-08-15 09:00:00,1680.5033
2022-08-15 10:00:00,1971.2457
2022-08-15 11:00:00,2285.8777
2022-08-15 12:00:00,2471.078
2022-08-15 13:00:00,2562.6714
2022-08-15 14:00:00,2565.2812
2022-08-15 15:00:00,2576.4407
2022-08-15 16:00:00,2605.87
2022-08-15 17:00:00,2605.739
2022-08-15 18:00:00,2575.7136
2022-08-15 19:00:00,2536.5867
2022-08-15 20:00:00,2506.741
2022-08-15 21:00:00,2492.0525
2022-08-15 22:00:00,2470.9978
2022-08-15 23:00:00,2416.5295
2022-08-16 00:00:00,2314.7031
2022-08-16 01:00:00,2172.2642
2022-08-16 02:00:00,2001.4958
2022-08-16 03:00:00,1828.1083
2022-08-16 04:00:00,1684.9518
2022-08-16 05:00:00,1595.0321
2022-08-16 06:00:00,1554.2684
2022-08-16 07:00:00,1531.1238
2022-08-16 08:00:00,1540.1294
2022-08-16 09:00:00,1659.5304
2022-08-16 10:00:00,1937.2745
2022-08-16 11:00:00,2258.4163
2022-08-16 12:00:00,2454.1018
2022-08-16 13:00:00,2552.9258
2022-08-16 14:00:00,2559.114
2022-08-16 15:00:00,2567.4373
2022-08-16 16:00:00,2597.1711
2022-08-16 17:00:00,2599.3215
2022-08-16 18:00:00,2572.1738
2022-08-16 19:00:00,2534.3325
2022-08-16 20:00:00,2504.7688
2022-08-16 21:00:00,2490.1326
2022-08-16 22:00:00,2470.675
2022-08-16 23:00:00,2418.3232
2022-08-17 00:00:00,2321.4805
2022-08-17 01:00:00,2182.4214
2022-08-17 02:00:00,2013.2916
2022-08-17 03:00:00,1839.1287
2022-08-17 04:00:00,1691.8458
2022-08-17 05:00:00,1597.039
2022-08-17 06:00:00,1553.6478
2022-08-17 07:00:00,1530.5767
2022-08-17 08:00:00,1534.2826
2022-08-17 09:00:00,1641.1376
2022-08-17 10:00:00,1906.307
2022-08-17 11:00:00,2233.344
2022-08-17 12:00:00,2439.9368
2022-08-17 13:00:00,2547.0608
2022-08-17 14:00:00,2558.5918
2022-08-17 15:00:00,2563.493
2022-08-17 16:00:00,2592.5315
2022-08-17 17:00:00,2598.2625
2022-08-17 18:00:00,2572.2634
2022-08-17 19:00:00,2535.0706
2022-08-17 20:00:00,2504.1348
2022-08-17 21:00:00,2488.4426
2022-08-17 22:00:00,2471.1262
2022-08-17 23:00:00,2422.72
2022-08-18 00:00:00,2329.1472
2022-08-18 01:00:00,2192.36
2022-08-18 02:00:00,2025.128
2022-08-18 03:00:00,1849.7246
2022-08-18 04:00:00,1699.3607
2022-08-18 05:00:00,1599.7473
2022-08-18 06:00:00,1553.3429
2022-08-18 07:00:00,1530.1765
2022-08-18 08:00:00,1530.1523
2022-08-18 09:00:00,1626.7856
2022-08-18 10:00:00,1879.9509
2022-08-18 11:00:00,2210.0605
2022-08-18 12:00:00,2426.0535
2022-08-18 13:00:00,2538.648
2022-08-18 14:00:00,2555.3342
2022-08-18 15:00:00,2556.2512
2022-08-18 16:00:00,2584.5464
2022-08-18 17:00:00,2591.842
2022-08-18 18:00:00,2567.4495
2022-08-18 19:00:00,2530.4326
2022-08-18 20:00:00,2500.8147
2022-08-18 21:00:00,2486.5432
2022-08-18 22:00:00,2470.061
2022-08-18 23:00:00,2423.947
2022-08-19 00:00:00,2333.7617
2022-08-19 01:00:00,2200.9006
2022-08-19 02:00:00,2036.013
2022-08-19 03:00:00,1860.1709
2022-08-19 04:00:00,1707.0588
2022-08-19 05:00:00,1603.6351
2022-08-19 06:00:00,1553.3475
2022-08-19 07:00:00,1529.8315
2022-08-19 08:00:00,1526.1345
2022-08-19 09:00:00,1611.8586
2022-08-19 10:00:00,1851.7617
2022-08-19 11:00:00,2182.5103
2022-08-19 12:00:00,2410.0857
2022-08-19 13:00:00,2529.1885
2022-08-19 14:00:00,2552.4434
2022-08-19 15:00:00,2550.7415
2022-08-19 16:00:00,2578.3623
2022-08-19 17:00:00,2587.69
2022-08-19 18:00:00,2564.879
2022-08-19 19:00:00,2528.1624
2022-08-19 20:00:00,2497.3867
2022-08-19 21:00:00,2482.3394
2022-08-19 22:00:00,2467.472
2022-08-19 23:00:00,2424.526
2022-08-20 00:00:00,2337.2266
2022-08-20 01:00:00,2206.7827
2022-08-20 02:00:00,2043.7206
2022-08-20 03:00:00,1868.5771
2022-08-20 04:00:00,1712.7169
2022-08-20 05:00:00,1605.1531
2022-08-20 06:00:00,1552.5402
2022-08-20 07:00:00,1528.103
2022-08-20 08:00:00,1521.7198
2022-08-20 09:00:00,1598.9137
2022-08-20 10:00:00,1825.5793
2022-08-20 11:00:00,2155.4502
2022-08-20 12:00:00,2391.7827
2022-08-20 13:00:00,2517.094
2022-08-20 14:00:00,2546.4207
2022-08-20 15:00:00,2543.047
2022-08-20 16:00:00,2569.2444
2022-08-20 17:00:00,2580.4624
2022-08-20 18:00:00,2560.1267
2022-08-20 19:00:00,2525.0508
2022-08-20 20:00:00,2494.4717
2022-08-20 21:00:00,2478.8337
2022-08-20 22:00:00,2464.442
2022-08-20 23:00:00,2424.2964
2022-08-21 00:00:00,2340.4358
2022-08-21 01:00:00,2213.7024
2022-08-21 02:00:00,2053.1812
2022-08-21 03:00:00,1877.8801
2022-08-21 04:00:00,1719.6934
2022-08-21 05:00:00,1607.9884
2022-08-21 06:00:00,1551.8119
2022-08-21 07:00:00,1526.8114
2022-08-21 08:00:00,1517.5981
2022-08-21 09:00:00,1585.186
2022-08-21 10:00:00,1798.4767
2022-08-21 11:00:00,2126.5422
2022-08-21 12:00:00,2374.2605
2022-08-21 13:00:00,2505.8914
2022-08-21 14:00:00,2541.4397
2022-08-21 15:00:00,2535.203
2022-08-21 16:00:00,2559.2244
2022-08-21 17:00:00,2573.1587
2022-08-21 18:00:00,2553.7327
2022-08-21 19:00:00,2519.245
2022-08-21 20:00:00,2487.5076
2022-08-21 21:00:00,2473.026
2022-08-21 22:00:00,2460.9927
2022-08-21 23:00:00,2422.7524
2022-08-22 00:00:00,2342.3142
2022-08-22 01:00:00,2218.396
2022-08-22 02:00:00,2060.4016
2022-08-22 03:00:00,1885.3092
2022-08-22 04:00:00,1724.9951
2022-08-22 05:00:00,1609.541
2022-08-22 06:00:00,1549.6469
2022-08-22 07:00:00,1524.2424
2022-08-22 08:00:00,1513.3809
2022-08-22 09:00:00,1573.726
2022-08-22 10:00:00,1775.0873
2022-08-22 11:00:00,2100.6284
2022-08-22 12:00:00,2357.4475
2022-08-22 13:00:00,2493.5403
2022-08-22 14:00:00,2535.2795
2022-08-22 15:00:00,2527.0833
2022-08-22 16:00:00,2548.2534
2022-08-22 17:00:00,2563.4973
2022-08-22 18:00:00,2545.5132
2022-08-22 19:00:00,2511.9187
2022-08-22 20:00:00,2481.516
2022-08-22 21:00:00,2466.704
2022-08-22 22:00:00,2455.8127
2022-08-22 23:00:00,2419.868
2022-08-23 00:00:00,2342.4185
2022-08-23 01:00:00,2221.4583
2022-08-23 02:00:00,2065.5076
2022-08-23 03:00:00,1891.3218
2022-08-23 04:00:00,1729.4946
2022-08-23 05:00:00,1610.7582
2022-08-23 06:00:00,1547.8217
2022-08-23 07:00:00,1521.3109
2022-08-23 08:00:00,1509.6371
2022-08-23 09:00:00,1563.1705
2022-08-23 10:00:00,1752.1617
2022-08-23 11:00:00,2072.7046
2022-08-23 12:00:00,2338.4062
2022-08-23 13:00:00,2479.781
2022-08-23 14:00:00,2527.9756
2022-08-23 15:00:00,2519.4265
2022-08-23 16:00:00,2538.1655
2022-08-23 17:00:00,2554.2686
2022-08-23 18:00:00,2538.0078
2022-08-23 19:00:00,2504.2256
2022-08-23 20:00:00,2473.7207
2022-08-23 21:00:00,2460.5906
2022-08-23 22:00:00,2451.7134
2022-08-23 23:00:00,2417.4312
2022-08-24 00:00:00,2342.1978
2022-08-24 01:00:00,2224.0725
2022-08-24 02:00:00,2070.704
2022-08-24 03:00:00,1897.4479
2022-08-24 04:00:00,1733.814
2022-08-24 05:00:00,1611.69
2022-08-24 06:00:00,1545.4281
2022-08-24 07:00:00,1518.1987
2022-08-24 08:00:00,1505.2931
2022-08-24 09:00:00,1552.7617
2022-08-24 10:00:00,1731.1481
2022-08-24 11:00:00,2045.0659
2022-08-24 12:00:00,2319.0688
2022-08-24 13:00:00,2466.2036
2022-08-24 14:00:00,2520.4546
2022-08-24 15:00:00,2510.8784
2022-08-24 16:00:00,2527.1375
2022-08-24 17:00:00,2544.1755
2022-08-24 18:00:00,2529.978
2022-08-24 19:00:00,2497.4324
2022-08-24 20:00:00,2467.7395
2022-08-24 21:00:00,2454.5784
2022-08-24 22:00:00,2446.2964
2022-08-24 23:00:00,2414.1155
2022-08-25 00:00:00,2340.655
2022-08-25 01:00:00,2225.6392
2022-08-25 02:00:00,2074.267
2022-08-25 03:00:00,1901.7506
2022-08-25 04:00:00,1736.5034
2022-08-25 05:00:00,1611.1544
2022-08-25 06:00:00,1541.9025
2022-08-25 07:00:00,1514.2688
2022-08-25 08:00:00,1501.4385
2022-08-25 09:00:00,1543.7195
2022-08-25 10:00:00,1711.6753
2022-08-25 11:00:00,2021.4646
2022-08-25 12:00:00,2302.8809
2022-08-25 13:00:00,2454.2566
2022-08-25 14:00:00,2513.6458
2022-08-25 15:00:00,2503.293
2022-08-25 16:00:00,2517.1243
2022-08-25 17:00:00,2535.2815
2022-08-25 18:00:00,2521.841
2022-08-25 19:00:00,2490.3074
2022-08-25 20:00:00,2462.0347
2022-08-25 21:00:00,2449.721
2022-08-25 22:00:00,2443.1655
2022-08-25 23:00:00,2412.4504
2022-08-26 00:00:00,2341.0718
2022-08-26 01:00:00,2227.9307
2022-08-26 02:00:00,2078.9553
2022-08-26 03:00:00,1906.7198
2022-08-26 04:00:00,1740.4207
2022-08-26 05:00:00,1612.5447
2022-08-26 06:00:00,1541.2078
2022-08-26 07:00:00,1512.7494
2022-08-26 08:00:00,1499.6942
2022-08-26 09:00:00,1537.3036
2022-08-26 10:00:00,1696.2568
2022-08-26 11:00:00,1999.4006
2022-08-26 12:00:00,2286.6238
2022-08-26 13:00:00,2442.9316
2022-08-26 14:00:00,2507.8677
2022-08-26 15:00:00,2498.0962
2022-08-26 16:00:00,2509.526
2022-08-26 17:00:00,2527.8765
2022-08-26 18:00:00,2516.1763
2022-08-26 19:00:00,2485.2798
2022-08-26 20:00:00,2456.4685
2022-08-26 21:00:00,2444.5496
2022-08-26 22:00:00,2438.8108
2022-08-26 23:00:00,2409.8657
2022-08-27 00:00:00,2339.9644
2022-08-27 01:00:00,2228.598
2022-08-27 02:00:00,2081.574
2022-08-27 03:00:00,1910.6816
2022-08-27 04:00:00,1743.727
2022-08-27 05:00:00,1613.623
2022-08-27 06:00:00,1539.4174
2022-08-27 07:00:00,1509.5752
2022-08-27 08:00:00,1496.2429
2022-08-27 09:00:00,1530.2614
2022-08-27 10:00:00,1681.1241
2022-08-27 11:00:00,1977.0634
2022-08-27 12:00:00,2269.5522
2022-08-27 13:00:00,2429.8328
2022-08-27 14:00:00,2498.8508
2022-08-27 15:00:00,2489.6682
2022-08-27 16:00:00,2497.5815
2022-08-27 17:00:00,2515.4795
2022-08-27 18:00:00,2504.8313
2022-08-27 19:00:00,2475.6936
2022-08-27 20:00:00,2447.9873
2022-08-27 21:00:00,2437.9648
2022-08-27 22:00:00,2433.5095
2022-08-27 23:00:00,2405.7573
2022-08-28 00:00:00,2337.3523
2022-08-28 01:00:00,2229.2998
2022-08-28 02:00:00,2084.2673
2022-08-28 03:00:00,1914.2048
2022-08-28 04:00:00,1746.2567
2022-08-28 05:00:00,1614.1938
2022-08-28 06:00:00,1537.5892
2022-08-28 07:00:00,1506.8778
2022-08-28 08:00:00,1493.6215
2022-08-28 09:00:00,1524.2429
2022-08-28 10:00:00,1667.6604
2022-08-28 11:00:00,1957.2404
2022-08-28 12:00:00,2254.8074
2022-08-28 13:00:00,2419.4043
2022-08-28 14:00:00,2492.3718
2022-08-28 15:00:00,2483.5164
2022-08-28 16:00:00,2489.564
2022-08-28 17:00:00,2507.648
2022-08-28 18:00:00,2497.9956
2022-08-28 19:00:00,2469.2205
2022-08-28 20:00:00,2441.2317
2022-08-28 21:00:00,2431.5146
2022-08-28 22:00:00,2427.9507
2022-08-28 23:00:00,2402.2766
2022-08-29 00:00:00,2336.2263
2022-08-29 01:00:00,2229.652
2022-08-29 02:00:00,2085.964
2022-08-29 03:00:00,1916.5135
2022-08-29 04:00:00,1747.6886
2022-08-29 05:00:00,1613.6528
2022-08-29 06:00:00,1534.7186
2022-08-29 07:00:00,1502.7593
2022-08-29 08:00:00,1489.1816
2022-08-29 09:00:00,1516.9403
2022-08-29 10:00:00,1654.5256
2022-08-29 11:00:00,1938.9155
2022-08-29 12:00:00,2239.4612
2022-08-29 13:00:00,2408.2874
2022-08-29 14:00:00,2484.9016
2022-08-29 15:00:00,2477.2698
2022-08-29 16:00:00,2480.5085
2022-08-29 17:00:00,2499.081
2022-08-29 18:00:00,2488.8792
2022-08-29 19:00:00,2460.0227
2022-08-29 20:00:00,2432.6367
2022-08-29 21:00:00,2423.4187
2022-08-29 22:00:00,2422.283
2022-08-29 23:00:00,2397.5408
2022-08-30 00:00:00,2332.364
2022-08-30 01:00:00,2227.5085
2022-08-30 02:00:00,2086.084
2022-08-30 03:00:00,1918.2452
2022-08-30 04:00:00,1749.2004
2022-08-30 05:00:00,1613.0132
2022-08-30 06:00:00,1531.7592
2022-08-30 07:00:00,1499.1399
2022-08-30 08:00:00,1485.5299
2022-08-30 09:00:00,1510.3887
2022-08-30 10:00:00,1640.377
2022-08-30 11:00:00,1916.8687
2022-08-30 12:00:00,2220.924
2022-08-30 13:00:00,2393.5452
2022-08-30 14:00:00,2473.6807
2022-08-30 15:00:00,2467.819
2022-08-30 16:00:00,2468.8638
2022-08-30 17:00:00,2486.782
2022-08-30 18:00:00,2478.2458
2022-08-30 19:00:00,2450.2036
2022-08-30 20:00:00,2423.6204
2022-08-30 21:00:00,2414.4778
2022-08-30 22:00:00,2415.6084
2022-08-30 23:00:00,2393.074
2022-08-31 00:00:00,2329.1675
2022-08-31 01:00:00,2224.9426
2022-08-31 02:00:00,2085.2524
2022-08-31 03:00:00,1917.9846
2022-08-31 04:00:00,1748.1914
2022-08-31 05:00:00,1610.897
2022-08-31 06:00:00,1527.8715
2022-08-31 07:00:00,1494.3223
2022-08-31 08:00:00,1481.3901
2022-08-31 09:00:00,1505.186
2022-08-31 10:00:00,1630.6196
2022-08-31 11:00:00,1900.9994
2022-08-31 12:00:00,2206.8132
2022-08-31 13:00:00,2383.1287
2022-08-31 14:00:00,2465.3914
2022-08-31 15:00:00,2459.4163
2022-08-31 16:00:00,2457.6667
2022-08-31 17:00:00,2474.855
2022-08-31 18:00:00,2465.5647
2022-08-31 19:00:00,2438.3672
2022-08-31 20:00:00,2412.4993
