Tarih,Dağıtılan Enerji (MWh)
2022-08-07 23:00:00,2507.4412
2022-08-08 00:00:00,2380.6697
2022-08-08 01:00:00,2217.0586
2022-08-08 02:00:00,2037.9
2022-08-08 03:00:00,1870.9059
2022-08-08 04:00:00,1743.1989
2022-08-08 05:00:00,1665.493
2022-08-08 06:00:00,1623.9835
2022-08-08 07:00:00,1598.2933
2022-08-08 08:00:00,1632.5981
2022-08-08 09:00:00,1814.8071
2022-08-08 10:00:00,2134.37
2022-08-08 11:00:00,2431.5918
2022-08-08 12:00:00,2613.8643
2022-08-08 13:00:00,2702.2512
2022-08-08 14:00:00,2729.8928
2022-08-08 15:00:00,2758.0127
2022-08-08 16:00:00,2791.1157
2022-08-08 17:00:00,2797.8525
2022-08-08 18:00:00,2766.4841
2022-08-08 19:00:00,2712.9214
2022-08-08 20:00:00,2664.4822
2022-08-08 21:00:00,2634.2126
2022-08-08 22:00:00,2603.4053
2022-08-08 23:00:00,2536.9067
2022-08-09 00:00:00,2418.5505
2022-08-09 01:00:00,2260.4219
2022-08-09 02:00:00,2082.6013
2022-08-09 03:00:00,1910.5648
2022-08-09 04:00:00,1772.5905
2022-08-09 05:00:00,1684.9917
2022-08-09 06:00:00,1638.2343
2022-08-09 07:00:00,1607.7119
2022-08-09 08:00:00,1621.708
2022-08-09 09:00:00,1770.6245
2022-08-09 10:00:00,2074.477
2022-08-09 11:00:00,2390.0786
2022-08-09 12:00:00,2595.9832
2022-08-09 13:00:00,2703.7495
2022-08-09 14:00:00,2739.271
2022-08-09 15:00:00,2765.9995
2022-08-09 16:00:00,2802.4426
2022-08-09 17:00:00,2817.1343
2022-08-09 18:00:00,2792.6072
2022-08-09 19:00:00,2739.2175
2022-08-09 20:00:00,2684.488
2022-08-09 21:00:00,2649.7634
2022-08-09 22:00:00,2621.2205
2022-08-09 23:00:00,2564.6736
2022-08-10 00:00:00,2457.1133
2022-08-10 01:00:00,2304.4897
2022-08-10 02:00:00,2127.17
2022-08-10 03:00:00,1951.1678
2022-08-10 04:00:00,1805.3451
2022-08-10 05:00:00,1706.9097
2022-08-10 06:00:00,1652.8375
2022-08-10 07:00:00,1617.983
2022-08-10 08:00:00,1616.4781
2022-08-10 09:00:00,1733.1866
2022-08-10 10:00:00,2013.9143
2022-08-10 11:00:00,2343.4084
2022-08-10 12:00:00,2572.3262
2022-08-10 13:00:00,2699.946
2022-08-10 14:00:00,2746.6086
2022-08-10 15:00:00,2773.4963
2022-08-10 16:00:00,2811.8457
2022-08-10 17:00:00,2834.58
2022-08-10 18:00:00,2817.6685
2022-08-10 19:00:00,2767.5063
2022-08-10 20:00:00,2708.436
2022-08-10 21:00:00,2668.1702
2022-08-10 22:00:00,2641.0996
2022-08-10 23:00:00,2593.7217
2022-08-11 00:00:00,2497.0686
2022-08-11 01:00:00,2351.9666
2022-08-11 02:00:00,2176.6533
2022-08-11 03:00:00,1997.6343
2022-08-11 04:00:00,1842.2195
2022-08-11 05:00:00,1732.8121
2022-08-11 06:00:00,1671.3628
2022-08-11 07:00:00,1633.7551
2022-08-11 08:00:00,1617.8817
2022-08-11 09:00:00,1702.3469
2022-08-11 10:00:00,1956.7334
2022-08-11 11:00:00,2293.9636
2022-08-11 12:00:00,2547.1597
2022-08-11 13:00:00,2694.734
2022-08-11 14:00:00,2755.5735
2022-08-11 15:00:00,2783.1501
2022-08-11 16:00:00,2821.8586
2022-08-11 17:00:00,2852.8833
2022-08-11 18:00:00,2846.05
2022-08-11 19:00:00,2800.2473
2022-08-11 20:00:00,2738.519
2022-08-11 21:00:00,2690.4712
2022-08-11 22:00:00,2661.2866
2022-08-11 23:00:00,2622.5247
2022-08-12 00:00:00,2537.2988
2022-08-12 01:00:00,2400.6628
2022-08-12 02:00:00,2228.5034
2022-08-12 03:00:00,2047.4733
2022-08-12 04:00:00,1884.5624
2022-08-12 05:00:00,1764.4176
2022-08-12 06:00:00,1693.6188
2022-08-12 07:00:00,1651.8326
2022-08-12 08:00:00,1625.6818
2022-08-12 09:00:00,1680.8939
2022-08-12 10:00:00,1902.5677
2022-08-12 11:00:00,2238.517
2022-08-12 12:00:00,2518.0146
2022-08-12 13:00:00,2685.949
2022-08-12 14:00:00,2765.8313
2022-08-12 15:00:00,2796.0283
2022-08-12 16:00:00,2835.006
2022-08-12 17:00:00,2871.7927
2022-08-12 18:00:00,2874.8003
2022-08-12 19:00:00,2834.5618
2022-08-12 20:00:00,2770.1226
2022-08-12 21:00:00,2713.8848
2022-08-12 22:00:00,2681.9292
2022-08-12 23:00:00,2648.663
2022-08-13 00:00:00,2574.9094
2022-08-13 01:00:00,2448.2756
2022-08-13 02:00:00,2282.0854
2022-08-13 03:00:00,2101.102
2022-08-13 04:00:00,1932.1791
2022-08-13 05:00:00,1801.0402
2022-08-13 06:00:00,1719.4407
2022-08-13 07:00:00,1672.1671
2022-08-13 08:00:00,1638.5966
2022-08-13 09:00:00,1666.2582
2022-08-13 10:00:00,1850.0007
2022-08-13 11:00:00,2176.6816
2022-08-13 12:00:00,2479.5156
2022-08-13 13:00:00,2670.7292
2022-08-13 14:00:00,2771.6782
2022-08-13 15:00:00,2808.5237
2022-08-13 16:00:00,2846.744
2022-08-13 17:00:00,2889.7114
2022-08-13 18:00:00,2903.0647
2022-08-13 19:00:00,2870.383
2022-08-13 20:00:00,2806.0034
2022-08-13 21:00:00,2742.5781
2022-08-13 22:00:00,2703.959
2022-08-13 23:00:00,2674.3215
2022-08-14 00:00:00,2613.04
2022-08-14 01:00:00,2497.2178
2022-08-14 02:00:00,2336.4734
2022-08-14 03:00:00,2155.469
2022-08-14 04:00:00,1981.044
2022-08-14 05:00:00,1840.5542
2022-08-14 06:00:00,1748.4342
2022-08-14 07:00:00,1694.7406
2022-08-14 08:00:00,1654.8514
2022-08-14 09:00:00,1658.9734
2022-08-14 10:00:00,1804.389
2022-08-14 11:00:00,2112.5947
2022-08-14 12:00:00,2434.0957
2022-08-14 13:00:00,2648.35
2022-08-14 14:00:00,2770.5288
2022-08-14 15:00:00,2818.8677
2022-08-14 16:00:00,2856.627
2022-08-14 17:00:00,2903.9304
2022-08-14 18:00:00,2929.075
2022-08-14 19:00:00,2905.8508
2022-08-14 20:00:00,2842.8755
2022-08-14 21:00:00,2771.6125
2022-08-14 22:00:00,2724.0554
2022-08-14 23:00:00,2696.4634
2022-08-15 00:00:00,2647.7097
2022-08-15 01:00:00,2544.8008
2022-08-15 02:00:00,2391.3315
2022-08-15 03:00:00,2212.6758
2022-08-15 04:00:00,2034.4913
2022-08-15 05:00:00,1884.6632
2022-08-15 06:00:00,1780.9235
2022-08-15 07:00:00,1719.368
2022-08-15 08:00:00,1675.3207
2022-08-15 09:00:00,1660.3378
2022-08-15 10:00:00,1766.7618
2022-08-15 11:00:00,2048.6965
2022-08-15 12:00:00,2383.7463
2022-08-15 13:00:00,2622.9834
2022-08-15 14:00:00,2766.0542
2022-08-15 15:00:00,2828.9272
2022-08-15 16:00:00,2867.4846
2022-08-15 17:00:00,2917.4185
2022-08-15 18:00:00,2953.4763
2022-08-15 19:00:00,2942.243
2022-08-15 20:00:00,2884.4827
2022-08-15 21:00:00,2807.761
2022-08-15 22:00:00,2749.9404
2022-08-15 23:00:00,2719.3728
2022-08-16 00:00:00,2680.7915
2022-08-16 01:00:00,2590.909
2022-08-16 02:00:00,2446.3652
2022-08-16 03:00:00,2269.6064
2022-08-16 04:00:00,2087.9812
2022-08-16 05:00:00,1930.0116
2022-08-16 06:00:00,1815.554
2022-08-16 07:00:00,1746.2488
2022-08-16 08:00:00,1698.5751
2022-08-16 09:00:00,1668.5487
2022-08-16 10:00:00,1739.8492
2022-08-16 11:00:00,1990.0842
2022-08-16 12:00:00,2331.2407
2022-08-16 13:00:00,2594.119
2022-08-16 14:00:00,2757.6484
2022-08-16 15:00:00,2838.4539
2022-08-16 16:00:00,2879.561
2022-08-16 17:00:00,2931.2283
2022-08-16 18:00:00,2976.7346
2022-08-16 19:00:00,2977.8276
2022-08-16 20:00:00,2926.3894
2022-08-16 21:00:00,2846.0886
2022-08-16 22:00:00,2778.8015
2022-08-16 23:00:00,2743.8901
2022-08-17 00:00:00,2712.3594
2022-08-17 01:00:00,2636.9182
2022-08-17 02:00:00,2503.3992
2022-08-17 03:00:00,2331.558
2022-08-17 04:00:00,2148.087
2022-08-17 05:00:00,1982.3937
2022-08-17 06:00:00,1857.0624
2022-08-17 07:00:00,1777.4163
2022-08-17 08:00:00,1724.6593
2022-08-17 09:00:00,1684.0553
2022-08-17 10:00:00,1721.2234
2022-08-17 11:00:00,1933.2554
2022-08-17 12:00:00,2272.4749
2022-08-17 13:00:00,2559.5317
2022-08-17 14:00:00,2743.5625
2022-08-17 15:00:00,2846.5051
2022-08-17 16:00:00,2893.0518
2022-08-17 17:00:00,2944.9854
2022-08-17 18:00:00,2998.369
2022-08-17 19:00:00,3013.8667
2022-08-17 20:00:00,2972.993
2022-08-17 21:00:00,2892.8572
2022-08-17 22:00:00,2814.3674
2022-08-17 23:00:00,2770.6497
2022-08-18 00:00:00,2744.0884
2022-08-18 01:00:00,2682.3892
2022-08-18 02:00:00,2560.3264
2022-08-18 03:00:00,2394.0042
2022-08-18 04:00:00,2211.1191
2022-08-18 05:00:00,2039.5746
2022-08-18 06:00:00,1904.02
2022-08-18 07:00:00,1813.9229
2022-08-18 08:00:00,1755.5359
2022-08-18 09:00:00,1708.3523
2022-08-18 10:00:00,1715.3925
2022-08-18 11:00:00,1882.343
2022-08-18 12:00:00,2207.7349
2022-08-18 13:00:00,2518.549
2022-08-18 14:00:00,2723.9438
2022-08-18 15:00:00,2848.2554
2022-08-18 16:00:00,2904.9438
2022-08-18 17:00:00,2957.8523
2022-08-18 18:00:00,3017.3975
2022-08-18 19:00:00,3047.3015
2022-08-18 20:00:00,3019.6514
2022-08-18 21:00:00,2941.8994
2022-08-18 22:00:00,2854.8604
2022-08-18 23:00:00,2798.8252
2022-08-19 00:00:00,2772.5752
2022-08-19 01:00:00,2724.2227
2022-08-19 02:00:00,2616.328
2022-08-19 03:00:00,2456.7817
2022-08-19 04:00:00,2274.1733
2022-08-19 05:00:00,2098.0925
2022-08-19 06:00:00,1952.9719
2022-08-19 07:00:00,1852.4209
2022-08-19 08:00:00,1787.8143
2022-08-19 09:00:00,1734.7625
2022-08-19 10:00:00,1717.8942
2022-08-19 11:00:00,1841.8718
2022-08-19 12:00:00,2144.939
2022-08-19 13:00:00,2473.766
2022-08-19 14:00:00,2701.1052
2022-08-19 15:00:00,2845.7542
2022-08-19 16:00:00,2916.8562
2022-08-19 17:00:00,2970.521
2022-08-19 18:00:00,3035.513
2022-08-19 19:00:00,3078.4746
2022-08-19 20:00:00,3065.0474
2022-08-19 21:00:00,2993.7524
2022-08-19 22:00:00,2898.543
2022-08-19 23:00:00,2830.2583
2022-08-20 00:00:00,2799.9856
2022-08-20 01:00:00,2762.5764
2022-08-20 02:00:00,2670.8103
2022-08-20 03:00:00,2521.2698
2022-08-20 04:00:00,2341.2734
2022-08-20 05:00:00,2160.6194
2022-08-20 06:00:00,2007.2982
2022-08-20 07:00:00,1896.5531
2022-08-20 08:00:00,1824.7075
2022-08-20 09:00:00,1767.5204
2022-08-20 10:00:00,1730.8453
2022-08-20 11:00:00,1811.1573
2022-08-20 12:00:00,2080.9985
2022-08-20 13:00:00,2420.398
2022-08-20 14:00:00,2668.3262
2022-08-20 15:00:00,2832.1504
2022-08-20 16:00:00,2922.5994
2022-08-20 17:00:00,2979.0193
2022-08-20 18:00:00,3047.4607
2022-08-20 19:00:00,3103.5452
2022-08-20 20:00:00,3105.6956
2022-08-20 21:00:00,3043.9548
2022-08-20 22:00:00,2944.5127
2022-08-20 23:00:00,2861.9229
2022-08-21 00:00:00,2822.8093
2022-08-21 01:00:00,2794.2253
2022-08-21 02:00:00,2718.2893
2022-08-21 03:00:00,2580.2866
2022-08-21 04:00:00,2404.7842
2022-08-21 05:00:00,2223.5598
2022-08-21 06:00:00,2063.4316
2022-08-21 07:00:00,1943.4518
2022-08-21 08:00:00,1863.0615
2022-08-21 09:00:00,1802.2776
2022-08-21 10:00:00,1753.3938
2022-08-21 11:00:00,1793.092
2022-08-21 12:00:00,2020.3353
2022-08-21 13:00:00,2360.346
2022-08-21 14:00:00,2631.074
2022-08-21 15:00:00,2809.7354
2022-08-21 16:00:00,2921.4004
2022-08-21 17:00:00,2983.4062
2022-08-21 18:00:00,3053.6045
2022-08-21 19:00:00,3119.5615
2022-08-21 20:00:00,3139.055
2022-08-21 21:00:00,3090.9043
2022-08-21 22:00:00,2991.7983
2022-08-21 23:00:00,2895.869
2022-08-22 00:00:00,2845.7705
2022-08-22 01:00:00,2820.3813
2022-08-22 02:00:00,2760.9937
2022-08-22 03:00:00,2636.6267
2022-08-22 04:00:00,2465.816
2022-08-22 05:00:00,2283.7095
2022-08-22 06:00:00,2118.6016
2022-08-22 07:00:00,1990.337
2022-08-22 08:00:00,1902.643
2022-08-22 09:00:00,1838.5116
2022-08-22 10:00:00,1781.8276
2022-08-22 11:00:00,1789.4863
2022-08-22 12:00:00,1972.79
2022-08-22 13:00:00,2304.4673
2022-08-22 14:00:00,2593.9517
2022-08-22 15:00:00,2786.1895
2022-08-22 16:00:00,2914.7788
2022-08-22 17:00:00,2986.8936
2022-08-22 18:00:00,3058.8257
2022-08-22 19:00:00,3133.665
2022-08-22 20:00:00,3170.076
2022-08-22 21:00:00,3136.7534
2022-08-22 22:00:00,3041.7383
2022-08-22 23:00:00,2934.9585
2022-08-23 00:00:00,2870.4856
2022-08-23 01:00:00,2844.9426
2022-08-23 02:00:00,2797.8767
2022-08-23 03:00:00,2686.78
2022-08-23 04:00:00,2524.0203
2022-08-23 05:00:00,2341.9675
2022-08-23 06:00:00,2172.3071
2022-08-23 07:00:00,2036.62
2022-08-23 08:00:00,1941.5052
2022-08-23 09:00:00,1872.9617
2022-08-23 10:00:00,1811.8113
2022-08-23 11:00:00,1794.026
2022-08-23 12:00:00,1933.4843
2022-08-23 13:00:00,2246.4446
2022-08-23 14:00:00,2554.9675
2022-08-23 15:00:00,2761.2385
2022-08-23 16:00:00,2905.15
2022-08-23 17:00:00,2988.375
2022-08-23 18:00:00,3061.0525
2022-08-23 19:00:00,3142.0225
2022-08-23 20:00:00,3192.7878
2022-08-23 21:00:00,3176.1265
2022-08-23 22:00:00,3088.9443
2022-08-23 23:00:00,2975.3508
2022-08-24 00:00:00,2894.7688
2022-08-24 01:00:00,2864.243
2022-08-24 02:00:00,2827.462
2022-08-24 03:00:00,2730.6619
2022-08-24 04:00:00,2575.457
2022-08-24 05:00:00,2394.9355
2022-08-24 06:00:00,2221.8733
2022-08-24 07:00:00,2080.8582
2022-08-24 08:00:00,1979.9216
2022-08-24 09:00:00,1907.8582
2022-08-24 10:00:00,1843.3271
2022-08-24 11:00:00,1807.4062
2022-08-24 12:00:00,1905.6343
2022-08-24 13:00:00,2192.9846
2022-08-24 14:00:00,2513.712
2022-08-24 15:00:00,2731.7354
2022-08-24 16:00:00,2886.0063
2022-08-24 17:00:00,2982.3828
2022-08-24 18:00:00,3057.447
2022-08-24 19:00:00,3142.3674
2022-08-24 20:00:00,3205.2246
2022-08-24 21:00:00,3204.105
2022-08-24 22:00:00,3127.3757
2022-08-24 23:00:00,3009.27
2022-08-25 00:00:00,2916.1956
2022-08-25 01:00:00,2877.503
2022-08-25 02:00:00,2847.5295
2022-08-25 03:00:00,2764.6223
2022-08-25 04:00:00,2618.1355
2022-08-25 05:00:00,2441.0347
2022-08-25 06:00:00,2265.8882
2022-08-25 07:00:00,2120.9343
2022-08-25 08:00:00,2014.5681
2022-08-25 09:00:00,1939.8931
2022-08-25 10:00:00,1874.6786
2022-08-25 11:00:00,1826.1793
2022-08-25 12:00:00,1890.0255
2022-08-25 13:00:00,2147.1296
2022-08-25 14:00:00,2473.3572
2022-08-25 15:00:00,2703.3733
2022-08-25 16:00:00,2864.0073
2022-08-25 17:00:00,2972.6294
2022-08-25 18:00:00,3049.2822
2022-08-25 19:00:00,3136.7969
2022-08-25 20:00:00,3209.6155
2022-08-25 21:00:00,3222.84
2022-08-25 22:00:00,3157.396
2022-08-25 23:00:00,3039.0137
2022-08-26 00:00:00,2934.298
2022-08-26 01:00:00,2884.7124
2022-08-26 02:00:00,2857.272
2022-08-26 03:00:00,2785.514
2022-08-26 04:00:00,2648.977
2022-08-26 05:00:00,2475.8735
2022-08-26 06:00:00,2300.731
2022-08-26 07:00:00,2152.0742
2022-08-26 08:00:00,2042.541
2022-08-26 09:00:00,1965.5156
2022-08-26 10:00:00,1900.2363
2022-08-26 11:00:00,1845.5156
2022-08-26 12:00:00,1883.9004
2022-08-26 13:00:00,2112.071
2022-08-26 14:00:00,2438.6934
2022-08-26 15:00:00,2681.8262
2022-08-26 16:00:00,2845.2349
2022-08-26 17:00:00,2961.8582
2022-08-26 18:00:00,3041.4253
2022-08-26 19:00:00,3129.9204
2022-08-26 20:00:00,3209.7095
2022-08-26 21:00:00,3234.1973
2022-08-26 22:00:00,3178.1174
2022-08-26 23:00:00,3062.8254
2022-08-27 00:00:00,2948.7756
2022-08-27 01:00:00,2889.7275
2022-08-27 02:00:00,2861.924
2022-08-27 03:00:00,2797.5508
2022-08-27 04:00:00,2669.0505
2022-08-27 05:00:00,2498.156
2022-08-27 06:00:00,2324.0671
2022-08-27 07:00:00,2174.8596
2022-08-27 08:00:00,2063.8313
2022-08-27 09:00:00,1986.6812
2022-08-27 10:00:00,1921.8534
2022-08-27 11:00:00,1864.6322
2022-08-27 12:00:00,1886.0442
2022-08-27 13:00:00,2090.5276
2022-08-27 14:00:00,2411.9312
2022-08-27 15:00:00,2661.6272
2022-08-27 16:00:00,2826.157
2022-08-27 17:00:00,2947.2075
2022-08-27 18:00:00,3031.12
2022-08-27 19:00:00,3121.0593
2022-08-27 20:00:00,3204.5923
2022-08-27 21:00:00,3236.808
2022-08-27 22:00:00,3188.6245
2022-08-27 23:00:00,3076.1372
2022-08-28 00:00:00,2956.954
2022-08-28 01:00:00,2889.806
2022-08-28 02:00:00,2859.636
2022-08-28 03:00:00,2800.5737
2022-08-28 04:00:00,2677.0376
2022-08-28 05:00:00,2509.623
2022-08-28 06:00:00,2335.89
2022-08-28 07:00:00,2185.7512
2022-08-28 08:00:00,2074.8945
2022-08-28 09:00:00,1998.0978
2022-08-28 10:00:00,1934.5164
2022-08-28 11:00:00,1877.0829
2022-08-28 12:00:00,1890.6263
2022-08-28 13:00:00,2081.0984
2022-08-28 14:00:00,2398.7688
2022-08-28 15:00:00,2651.972
2022-08-28 16:00:00,2816.2761
2022-08-28 17:00:00,2938.3008
2022-08-28 18:00:00,3023.3506
2022-08-28 19:00:00,3113.2583
2022-08-28 20:00:00,3199.8264
2022-08-28 21:00:00,3237.22
2022-08-28 22:00:00,3195.0557
2022-08-28 23:00:00,3083.7356
2022-08-29 00:00:00,2962.7046
2022-08-29 01:00:00,2889.903
2022-08-29 02:00:00,2856.9768
2022-08-29 03:00:00,2798.9976
2022-08-29 04:00:00,2678.2144
2022-08-29 05:00:00,2512.6348
2022-08-29 06:00:00,2339.281
2022-08-29 07:00:00,2190.5254
2022-08-29 08:00:00,2080.5957
2022-08-29 09:00:00,2004.4775
2022-08-29 10:00:00,1943.1642
2022-08-29 11:00:00,1887.242
2022-08-29 12:00:00,1898.0568
2022-08-29 13:00:00,2081.8728
2022-08-29 14:00:00,2396.066
2022-08-29 15:00:00,2649.5393
2022-08-29 16:00:00,2811.7107
2022-08-29 17:00:00,2931.928
2022-08-29 18:00:00,3017.3352
2022-08-29 19:00:00,3107.7537
2022-08-29 20:00:00,3194.9814
2022-08-29 21:00:00,3232.697
2022-08-29 22:00:00,3190.7266
2022-08-29 23:00:00,3080.1602
2022-08-30 00:00:00,2957.8813
2022-08-30 01:00:00,2882.519
2022-08-30 02:00:00,2848.3784
2022-08-30 03:00:00,2788.9817
2022-08-30 04:00:00,2667.9673
2022-08-30 05:00:00,2504.6506
2022-08-30 06:00:00,2334.7686
2022-08-30 07:00:00,2189.0405
2022-08-30 08:00:00,2081.9712
2022-08-30 09:00:00,2008.4178
2022-08-30 10:00:00,1948.2516
2022-08-30 11:00:00,1893.9918
2022-08-30 12:00:00,1906.9844
2022-08-30 13:00:00,2089.623
2022-08-30 14:00:00,2399.289
2022-08-30 15:00:00,2646.7686
2022-08-30 16:00:00,2805.3433
2022-08-30 17:00:00,2922.4275
2022-08-30 18:00:00,3007.7725
2022-08-30 19:00:00,3097.0522
2022-08-30 20:00:00,3182.6484
2022-08-30 21:00:00,3218.092
2022-08-30 22:00:00,3173.3315
2022-08-30 23:00:00,3061.9856
2022-08-31 00:00:00,2941.631
2022-08-31 01:00:00,2866.8252
2022-08-31 02:00:00,2830.1213
2022-08-31 03:00:00,2768.0278
2022-08-31 04:00:00,2646.17
2022-08-31 05:00:00,2482.325
2022-08-31 06:00:00,2314.917
2022-08-31 07:00:00,2173.5317
2022-08-31 08:00:00,2071.2898
2022-08-31 09:00:00,2002.4392
2022-08-31 10:00:00,1946.0399
2022-08-31 11:00:00,1896.4904
2022-08-31 12:00:00,1918.738
2022-08-31 13:00:00,2111.63
2022-08-31 14:00:00,2418.508
2022-08-31 15:00:00,2655.7004
2022-08-31 16:00:00,2807.041
2022-08-31 17:00:00,2919.1738
2022-08-31 18:00:00,3003.3137
2022-08-31 19:00:00,3093.017
2022-08-31 20:00:00,3176.0815
2022-08-31 21:00:00,3205.7173
